24-01-2023 16:21:12-debug: %cImport%c: /Applications/CocosCreator/Creator/3.7.0/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
24-01-2023 16:30:44-debug: asset-db:worker-effect-data-processing (255ms)
24-01-2023 16:30:44-debug: %cImport%c: /Users/playgendary/wn/1/test_rockstone/assets/scripts/FieldWatcher.tsbackground: #aaff85; color: #000;color: #000;
24-01-2023 16:30:44-debug: refresh db assets success
24-01-2023 16:30:44-debug: asset-db:refresh-all-database (292ms)
24-01-2023 16:30:45-debug: Query all assets info in project
24-01-2023 16:30:45-debug: init custom config: keepNodeUuid: false, useCache: true
24-01-2023 16:30:45-debug:   Number of all scenes: 1
24-01-2023 16:30:45-debug:   Number of all scripts: 6
24-01-2023 16:30:45-debug: Query asset bundle start0%
24-01-2023 16:30:45-debug:   Number of other assets: 321
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 194.05MB rss 381.20MB
24-01-2023 16:30:45-debug: // ---- build task Query asset bundle ----
24-01-2023 16:30:45-debug: // ---- build task Query asset bundle ---- (7ms)
24-01-2023 16:30:45-debug: run build task Query asset bundle success in 7 ms √3%
24-01-2023 16:30:45-debug: Query and organize assets start3%
24-01-2023 16:30:45-debug: // ---- build task Query and organize assets ----
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 192.04MB rss 381.20MB
24-01-2023 16:30:45-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
24-01-2023 16:30:45-debug: Number of scenes: 1
24-01-2023 16:30:45-debug: // ---- build task Query and organize assets ---- (5ms)
24-01-2023 16:30:45-debug: run build task Query and organize assets success in 5 ms √7%
24-01-2023 16:30:45-debug: Organize scripts start7%
24-01-2023 16:30:45-debug: // ---- build task Organize scripts ----
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 193.41MB rss 381.20MB
24-01-2023 16:30:45-debug: sort script group...
24-01-2023 16:30:45-debug: // ---- build task Organize scripts ---- (1ms)
24-01-2023 16:30:45-debug: run build task Organize scripts success in 1 ms √10%
24-01-2023 16:30:45-debug: Init settings and config start10%
24-01-2023 16:30:45-debug: // ---- build task Init settings and config ----
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 193.45MB rss 381.20MB
24-01-2023 16:30:45-debug: // ---- build task Init settings and config ---- (1ms)
24-01-2023 16:30:45-debug: run build task Init settings and config success in 1 ms √11%
24-01-2023 16:30:45-debug: builder.tasks.settings.macro does not defined in i18n
24-01-2023 16:30:45-debug: builder.tasks.settings.macro start11%
24-01-2023 16:30:45-debug: // ---- build task builder.tasks.settings.macro ----
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 193.47MB rss 381.20MB
24-01-2023 16:30:45-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
24-01-2023 16:30:45-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
24-01-2023 16:30:45-debug: // ---- build task Sort some build options to settings.json ----
24-01-2023 16:30:45-debug: Sort some build options to settings.json start11%
24-01-2023 16:30:45-debug: Process: heapTotal 221.61MB heapUsed 193.49MB rss 381.20MB
24-01-2023 16:30:46-debug: // ---- build task Sort some build options to settings.json ---- (926ms)
24-01-2023 16:30:46-debug: run build task Sort some build options to settings.json success in 926 ms √12%
24-01-2023 16:30:46-debug: custom joint texture layouts start12%
24-01-2023 16:30:46-debug: // ---- build task custom joint texture layouts ----
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.56MB rss 381.20MB
24-01-2023 16:30:46-debug: // ---- build task custom joint texture layouts ---- (1ms)
24-01-2023 16:30:46-debug: custom joint physics start12%
24-01-2023 16:30:46-debug: run build task custom joint texture layouts success in 1 ms √12%
24-01-2023 16:30:46-debug: // ---- build task custom joint physics ----
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.58MB rss 381.20MB
24-01-2023 16:30:46-debug: run build task custom joint physics success in 0 ms √13%
24-01-2023 16:30:46-debug: // ---- build task Fill script data to settings ----
24-01-2023 16:30:46-debug: Fill script data to settings start13%
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.60MB rss 381.20MB
24-01-2023 16:30:46-debug: run build task Fill script data to settings success in 0 ms √13%
24-01-2023 16:30:46-debug: Fill scene data to settings start13%
24-01-2023 16:30:46-debug: // ---- build task Fill scene data to settings ----
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.62MB rss 381.20MB
24-01-2023 16:30:46-debug: // ---- build task Fill scene data to settings ---- (1ms)
24-01-2023 16:30:46-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
24-01-2023 16:30:46-debug: run build task Fill scene data to settings success in 1 ms √14%
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.64MB rss 381.20MB
24-01-2023 16:30:46-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
24-01-2023 16:30:46-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
24-01-2023 16:30:46-debug: Generate md5AssetsMap from suffixMap to settings start14%
24-01-2023 16:30:46-debug: options.md5Cache is false.
24-01-2023 16:30:46-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
24-01-2023 16:30:46-debug: Process: heapTotal 221.61MB heapUsed 193.73MB rss 381.20MB
24-01-2023 16:30:46-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
24-01-2023 16:32:14-debug: refresh db internal success
